,QUANTITYUNIT,CURRENCY,QUANTITY,BUYING_TAXAMOUNT,SALESORDERID,BUYING_GROSSAMOUNT,PRODUCTID,SALESORDERITEM,BUYING_NETAMOUNT,PARTNERID,SALES_TAXAMOUNT,SALES_NETAMOUNT,SALES_GROSSAMOUNT,DATE,DELIVERYSTATUS,EMPLOYEESID,SALESORG,SUPPLIER_PARTNERID,PRICE,PRODCATEGORYID,PRODUCTNAME,CATEGORYNAME,ADDRESSID,PARTNERNAME,REGION,CITY,LATITUDE,LONGITUDE,COUNTRY,NAME,LASTNAME,SEX,AGE,MARRIED,CHILDREN
929,EA,USD,10,99.875,500000154,799,BX-1014,60,699.125,100000037,15507.75,108554.25,124062,2018-12-09,C,2,EMEA,100000006,799,BX,BMX Jump Lux II,BMX,1000000071,E bike 201,EMEA,Besanon,47.242859,6.035751,FR,Phillip,Egger,M,23,N,N
930,EA,USD,5,312.375,500000154,2499,MB-1034,70,2186.625,100000037,15507.75,108554.25,124062,2018-12-09,C,2,EMEA,100000015,2499,MB,Mt Discovery Ulti,Mountain Bike,1000000071,E bike 201,EMEA,Besanon,47.242859,6.035751,FR,Phillip,Egger,M,23,N,N
931,EA,USD,10,90.125,500000154,721,RO-1003,80,630.875,100000037,15507.75,108554.25,124062,2018-12-09,C,2,EMEA,100000002,721,RO,Roady 1003,Road Bike,1000000071,E bike 201,EMEA,Besanon,47.242859,6.035751,FR,Phillip,Egger,M,23,N,N
932,EA,USD,9,170.125,500000154,1361,CC-1023,90,1190.875,100000037,15507.75,108554.25,124062,2018-12-09,C,2,EMEA,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000071,E bike 201,EMEA,Besanon,47.242859,6.035751,FR,Phillip,Egger,M,23,N,N
933,EA,USD,10,249.875,500000154,1999,RC-1055,100,1749.125,100000037,15507.75,108554.25,124062,2018-12-09,C,2,EMEA,100000020,1999,RC,Veloflash,Racing Bike,1000000071,E bike 201,EMEA,Besanon,47.242859,6.035751,FR,Phillip,Egger,M,23,N,N
934,EA,USD,10,249.875,500000154,1999,RC-1055,100,1749.125,100000037,15507.75,108554.25,124062,2018-12-09,C,2,EMEA,100000020,1999,RC,Rennsemmel,Racing Bike,1000000071,E bike 201,EMEA,Besanon,47.242859,6.035751,FR,Phillip,Egger,M,23,N,N
935,EA,USD,9,39.875,500000155,319,BX-1016,10,279.125,100000035,8757.875,61305.125,70063,2018-09-15,C,8,EMEA,100000008,319,BX,BMX Optima II,BMX,1000000069,YourCycleShop,EMEA,Chelles,48.878471000000005,2.58987,FR,Penelope,Dupper,F,25,N,N
936,EA,USD,4,99.875,500000155,799,BX-1014,20,699.125,100000035,8757.875,61305.125,70063,2018-09-15,C,8,EMEA,100000006,799,BX,BMX Jump Lux II,BMX,1000000069,YourCycleShop,EMEA,Chelles,48.878471000000005,2.58987,FR,Penelope,Dupper,F,25,N,N
937,EA,USD,10,600.0,500000155,4800,EB-1134,30,4200.0,100000035,8757.875,61305.125,70063,2018-09-15,C,8,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000069,YourCycleShop,EMEA,Chelles,48.878471000000005,2.58987,FR,Penelope,Dupper,F,25,N,N
938,EA,USD,4,499.875,500000155,3999,RC-1052,40,3499.125,100000035,8757.875,61305.125,70063,2018-09-15,C,8,EMEA,100000017,3999,RC,Tornado II,Racing Bike,1000000069,YourCycleShop,EMEA,Chelles,48.878471000000005,2.58987,FR,Penelope,Dupper,F,25,N,N
939,EA,USD,10,312.375,500000156,2499,RC-1056,10,2186.625,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000021,2499,RC,Veloflash SE ,Racing Bike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
940,EA,USD,10,312.375,500000156,2499,RC-1056,10,2186.625,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000021,2499,RC,Rennsemmel 2,Racing Bike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
941,EA,USD,2,49.875,500000156,399,CB-1161,20,349.125,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000033,399,CB,La Plage,Cruiser,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
942,EA,USD,1,600.0,500000156,4800,EB-1134,30,4200.0,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
943,EA,USD,9,375.0,500000156,3000,EB-1135,40,2625.0,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000030,3000,EB,Speedeon,eBike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
944,EA,USD,4,170.125,500000156,1361,CC-1023,50,1190.875,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
945,EA,USD,8,625.0,500000156,5000,EB-1136,60,4375.0,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000031,5000,EB,Speedeon Light,eBike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
946,EA,USD,5,143.0,500000156,1144,CC-1021,70,1001.0,100000039,13594.0,95158.0,108752,2018-09-15,C,2,EMEA,100000009,1144,CC,Cyclone Basic,Cyclo-cross Bike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
947,EA,USD,7,237.5,500000157,1900,EB-1132,10,1662.5,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000027,1900,EB,Flash Drive II,eBike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
948,EA,USD,6,87.375,500000157,699,HB-1171,20,611.625,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000036,699,HB,Star Cruise,Hybrid Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
949,EA,USD,10,156.25,500000157,1250,DB-1082,30,1093.75,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000024,1250,DB,Capricorn,Downhill Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
950,EA,USD,10,31.125,500000157,249,BX-1011,40,217.875,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000003,249,BX,BMX Vintage 1011,BMX,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
951,EA,USD,5,499.875,500000157,3999,RC-1052,50,3499.125,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000017,3999,RC,Tornado II,Racing Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
952,EA,USD,8,499.875,500000157,3999,MB-1033,60,3499.125,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000014,3999,MB,Mt Discovery Rush,Mountain Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
953,EA,USD,9,81.125,500000157,649,HB-1173,70,567.875,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000038,649,HB,Universal One,Hybrid Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
954,EA,USD,5,237.5,500000157,1900,EB-1132,80,1662.5,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000027,1900,EB,Flash Drive II,eBike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
955,EA,USD,8,65.625,500000157,525,RO-1001,90,459.375,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000000,525,RO,Roady 1001,Road Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
956,EA,USD,3,56.125,500000157,449,BX-1013,100,392.875,100000003,13169.875,92189.125,105359,2018-09-17,C,9,AMER,100000005,449,BX,BMX Jump Lux I,BMX,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Kirk,Lee,M,36,N,Y
957,EA,USD,7,499.875,500000158,3999,MB-1033,10,3499.125,100000011,10008.0,70056.0,80064,2018-09-19,C,2,EMEA,100000014,3999,MB,Mt Discovery Rush,Mountain Bike,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Phillip,Egger,M,23,N,N
958,EA,USD,4,249.875,500000158,1999,RC-1055,20,1749.125,100000011,10008.0,70056.0,80064,2018-09-19,C,2,EMEA,100000020,1999,RC,Veloflash,Racing Bike,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Phillip,Egger,M,23,N,N
959,EA,USD,4,249.875,500000158,1999,RC-1055,20,1749.125,100000011,10008.0,70056.0,80064,2018-09-19,C,2,EMEA,100000020,1999,RC,Rennsemmel,Racing Bike,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Phillip,Egger,M,23,N,N
960,EA,USD,3,170.125,500000158,1361,CC-1023,30,1190.875,100000011,10008.0,70056.0,80064,2018-09-19,C,2,EMEA,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Phillip,Egger,M,23,N,N
961,EA,USD,8,624.875,500000158,4999,RC-1057,40,4374.125,100000011,10008.0,70056.0,80064,2018-09-19,C,2,EMEA,100000022,4999,RC,Veloflash Ultimate,Racing Bike,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Phillip,Egger,M,23,N,N
962,EA,USD,7,31.125,500000159,249,BX-1011,10,217.875,100000011,6516.375,45614.625,52131,2018-09-22,C,8,EMEA,100000003,249,BX,BMX Vintage 1011,BMX,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Penelope,Dupper,F,25,N,N
963,EA,USD,8,170.125,500000159,1361,CC-1023,20,1190.875,100000011,6516.375,45614.625,52131,2018-09-22,C,8,EMEA,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Penelope,Dupper,F,25,N,N
964,EA,USD,5,987.5,500000159,7900,EB-1137,30,6912.5,100000011,6516.375,45614.625,52131,2018-09-22,C,8,EMEA,100000032,7900,EB,Speedeon Cross,eBike,1000000045,Bike On,EMEA,Stanton Wick,51.355959000000006,-2.5575650000000003,GB,Penelope,Dupper,F,25,N,N
965,EA,USD,1,49.875,500000160,399,CB-1161,10,349.125,100000028,6808.5,47659.5,54468,2018-09-25,C,6,EMEA,100000033,399,CB,La Plage,Cruiser,1000000062,Palm Beach Bike World,EMEA,Dubai,24.956728,55.120385999999996,DU,Bruce,Yousuf,F,22,N,N
966,EA,USD,6,149.875,500000160,1199,DB-1083,20,1049.125,100000028,6808.5,47659.5,54468,2018-09-25,C,6,EMEA,100000025,1199,DB,Capricorn II,Downhill Bike,1000000062,Palm Beach Bike World,EMEA,Dubai,24.956728,55.120385999999996,DU,Bruce,Yousuf,F,22,N,N
967,EA,USD,9,600.0,500000160,4800,EB-1134,30,4200.0,100000028,6808.5,47659.5,54468,2018-09-25,C,6,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000062,Palm Beach Bike World,EMEA,Dubai,24.956728,55.120385999999996,DU,Bruce,Yousuf,F,22,N,N
968,EA,USD,7,65.625,500000160,525,RO-1001,40,459.375,100000028,6808.5,47659.5,54468,2018-09-25,C,6,EMEA,100000000,525,RO,Roady 1001,Road Bike,1000000062,Palm Beach Bike World,EMEA,Dubai,24.956728,55.120385999999996,DU,Bruce,Yousuf,F,22,N,N
969,EA,USD,5,149.875,500000161,1199,HB-1176,10,1049.125,100000039,1236.125,8652.875,9889,2018-09-26,C,2,EMEA,100000041,1199,HB,Specifica Gold,Hybrid Bike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
970,EA,USD,6,81.125,500000161,649,MB-1031,20,567.875,100000039,1236.125,8652.875,9889,2018-09-26,C,2,EMEA,100000012,649,MB,Mt Discovery B,Mountain Bike,1000000073,Eiffel Bikes,EMEA,Paris,48.827364,2.366021,FR,Phillip,Egger,M,23,N,N
971,EA,USD,2,687.375,500000162,5499,RC-1054,10,4811.625,100000002,3673.625,25715.375,29389,2018-09-29,C,9,AMER,100000019,5499,RC,Stream II,Racing Bike,1000000036,Arena Sports Inc,AMER,Dunn,35.312013,-78.60995,US,Kirk,Lee,M,36,N,Y
972,EA,USD,7,312.375,500000162,2499,RC-1056,20,2186.625,100000002,3673.625,25715.375,29389,2018-09-29,C,9,AMER,100000021,2499,RC,Veloflash SE ,Racing Bike,1000000036,Arena Sports Inc,AMER,Dunn,35.312013,-78.60995,US,Kirk,Lee,M,36,N,Y
973,EA,USD,7,312.375,500000162,2499,RC-1056,20,2186.625,100000002,3673.625,25715.375,29389,2018-09-29,C,9,AMER,100000021,2499,RC,Rennsemmel 2,Racing Bike,1000000036,Arena Sports Inc,AMER,Dunn,35.312013,-78.60995,US,Kirk,Lee,M,36,N,Y
974,EA,USD,2,56.125,500000162,449,BX-1013,30,392.875,100000002,3673.625,25715.375,29389,2018-09-29,C,9,AMER,100000005,449,BX,BMX Jump Lux I,BMX,1000000036,Arena Sports Inc,AMER,Dunn,35.312013,-78.60995,US,Kirk,Lee,M,36,N,Y
975,EA,USD,8,312.375,500000163,2499,MB-1034,10,2186.625,100000025,7386.125,51702.875,59089,2018-09-29,C,3,EMEA,100000015,2499,MB,Mt Discovery Ulti,Mountain Bike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Ellis,Robertson,M,27,N,N
976,EA,USD,3,281.25,500000163,2250,EB-1133,20,1968.75,100000025,7386.125,51702.875,59089,2018-09-29,C,3,EMEA,100000028,2250,EB,Lazy Cat,eBike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Ellis,Robertson,M,27,N,N
977,EA,USD,6,39.875,500000163,319,BX-1016,30,279.125,100000025,7386.125,51702.875,59089,2018-09-29,C,3,EMEA,100000008,319,BX,BMX Optima II,BMX,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Ellis,Robertson,M,27,N,N
978,EA,USD,3,81.125,500000163,649,HB-1173,40,567.875,100000025,7386.125,51702.875,59089,2018-09-29,C,3,EMEA,100000038,649,HB,Universal One,Hybrid Bike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Ellis,Robertson,M,27,N,N
979,EA,USD,5,375.0,500000163,3000,EB-1135,50,2625.0,100000025,7386.125,51702.875,59089,2018-09-29,C,3,EMEA,100000030,3000,EB,Speedeon,eBike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Ellis,Robertson,M,27,N,N
980,EA,USD,6,81.125,500000163,649,HB-1173,60,567.875,100000025,7386.125,51702.875,59089,2018-09-29,C,3,EMEA,100000038,649,HB,Universal One,Hybrid Bike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Ellis,Robertson,M,27,N,N
981,EA,USD,8,149.875,500000163,1199,DB-1083,70,1049.125,100000025,7386.125,51702.875,59089,2018-09-29,C,3,EMEA,100000025,1199,DB,Capricorn II,Downhill Bike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Ellis,Robertson,M,27,N,N
982,EA,USD,7,249.875,500000164,1999,RC-1055,10,1749.125,100000004,4156.5,29095.5,33252,2018-09-29,X,12,AMER,100000020,1999,RC,Veloflash,Racing Bike,1000000038,Bike World Inc,AMER,Ocala,29.183977000000002,-82.118413,US,Willard,Chatman,M,21,N,N
983,EA,USD,7,249.875,500000164,1999,RC-1055,10,1749.125,100000004,4156.5,29095.5,33252,2018-09-29,X,12,AMER,100000020,1999,RC,Rennsemmel,Racing Bike,1000000038,Bike World Inc,AMER,Ocala,29.183977000000002,-82.118413,US,Willard,Chatman,M,21,N,N
984,EA,USD,9,237.5,500000164,1900,EB-1132,20,1662.5,100000004,4156.5,29095.5,33252,2018-09-29,X,12,AMER,100000027,1900,EB,Flash Drive II,eBike,1000000038,Bike World Inc,AMER,Ocala,29.183977000000002,-82.118413,US,Willard,Chatman,M,21,N,N
985,EA,USD,1,170.125,500000164,1361,CC-1023,30,1190.875,100000004,4156.5,29095.5,33252,2018-09-29,X,12,AMER,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000038,Bike World Inc,AMER,Ocala,29.183977000000002,-82.118413,US,Willard,Chatman,M,21,N,N
986,EA,USD,2,49.875,500000164,399,BX-1012,40,349.125,100000004,4156.5,29095.5,33252,2018-09-29,X,12,AMER,100000004,399,BX,BMX Jump 1012,BMX,1000000038,Bike World Inc,AMER,Ocala,29.183977000000002,-82.118413,US,Willard,Chatman,M,21,N,N
987,EA,USD,3,81.125,500000165,649,MB-1031,10,567.875,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000012,649,MB,Mt Discovery B,Mountain Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
988,EA,USD,9,600.0,500000165,4800,EB-1134,20,4200.0,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
989,EA,USD,6,249.875,500000165,1999,RC-1055,30,1749.125,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000020,1999,RC,Veloflash,Racing Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
990,EA,USD,6,249.875,500000165,1999,RC-1055,30,1749.125,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000020,1999,RC,Rennsemmel,Racing Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
991,EA,USD,2,37.375,500000165,299,BX-1015,40,261.625,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000007,299,BX,BMX Optima,BMX,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
992,EA,USD,3,499.875,500000165,3999,RC-1052,50,3499.125,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000017,3999,RC,Tornado II,Racing Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
993,EA,USD,4,81.125,500000165,649,HB-1173,60,567.875,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000038,649,HB,Universal One,Hybrid Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
994,EA,USD,1,49.875,500000165,399,CB-1161,70,349.125,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000033,399,CB,La Plage,Cruiser,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
995,EA,USD,7,281.25,500000165,2250,EB-1133,80,1968.75,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000028,2250,EB,Lazy Cat,eBike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
996,EA,USD,6,499.875,500000165,3999,MB-1033,90,3499.125,100000005,14059.375,98415.625,112475,2018-09-29,C,2,EMEA,100000014,3999,MB,Mt Discovery Rush,Mountain Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Phillip,Egger,M,23,N,N
997,EA,USD,2,143.0,500000166,1144,CC-1021,10,1001.0,100000009,9633.125,67431.875,77065,2018-01-10,C,8,EMEA,100000009,1144,CC,Cyclone Basic,Cyclo-cross Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Penelope,Dupper,F,25,N,N
998,EA,USD,1,49.875,500000166,399,BX-1012,20,349.125,100000009,9633.125,67431.875,77065,2018-01-10,C,8,EMEA,100000004,399,BX,BMX Jump 1012,BMX,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Penelope,Dupper,F,25,N,N
999,EA,USD,8,187.375,500000166,1499,DB-1081,30,1311.625,100000009,9633.125,67431.875,77065,2018-01-10,C,8,EMEA,100000023,1499,DB,Rooty Basic,Downhill Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Penelope,Dupper,F,25,N,N
1000,EA,USD,10,687.375,500000166,5499,RC-1054,40,4811.625,100000009,9633.125,67431.875,77065,2018-01-10,C,8,EMEA,100000019,5499,RC,Stream II,Racing Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Penelope,Dupper,F,25,N,N
1001,EA,USD,1,600.0,500000166,4800,EB-1134,50,4200.0,100000009,9633.125,67431.875,77065,2018-01-10,C,8,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Penelope,Dupper,F,25,N,N
1002,EA,USD,4,81.125,500000166,649,HB-1173,60,567.875,100000009,9633.125,67431.875,77065,2018-01-10,C,8,EMEA,100000038,649,HB,Universal One,Hybrid Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Penelope,Dupper,F,25,N,N
1003,EA,USD,8,312.375,500000167,2499,MB-1034,10,2186.625,100000003,2948.625,20640.375,23589,2018-02-10,C,12,AMER,100000015,2499,MB,Mt Discovery Ulti,Mountain Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Willard,Chatman,M,21,N,N
1004,EA,USD,3,149.875,500000167,1199,DB-1083,20,1049.125,100000003,2948.625,20640.375,23589,2018-02-10,C,12,AMER,100000025,1199,DB,Capricorn II,Downhill Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Willard,Chatman,M,21,N,N
1005,EA,USD,8,112.375,500000168,899,HB-1175,10,786.625,100000025,15777.75,110444.25,126222,2018-02-10,C,6,EMEA,100000040,899,HB,Specifica,Hybrid Bike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Bruce,Yousuf,F,22,N,N
1006,EA,USD,7,987.5,500000168,7900,EB-1137,20,6912.5,100000025,15777.75,110444.25,126222,2018-02-10,C,6,EMEA,100000032,7900,EB,Speedeon Cross,eBike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Bruce,Yousuf,F,22,N,N
1007,EA,USD,8,600.0,500000168,4800,EB-1134,30,4200.0,100000025,15777.75,110444.25,126222,2018-02-10,C,6,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Bruce,Yousuf,F,22,N,N
1008,EA,USD,9,149.875,500000168,1199,HB-1176,40,1049.125,100000025,15777.75,110444.25,126222,2018-02-10,C,6,EMEA,100000041,1199,HB,Specifica Gold,Hybrid Bike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Bruce,Yousuf,F,22,N,N
1009,EA,USD,2,56.125,500000168,449,BX-1013,50,392.875,100000025,15777.75,110444.25,126222,2018-02-10,C,6,EMEA,100000005,449,BX,BMX Jump Lux I,BMX,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Bruce,Yousuf,F,22,N,N
1010,EA,USD,8,150.0,500000168,1200,CC-1022,60,1050.0,100000025,15777.75,110444.25,126222,2018-02-10,C,6,EMEA,100000010,1200,CC,Cyclone Speed,Cyclo-cross Bike,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Bruce,Yousuf,F,22,N,N
1011,EA,USD,9,56.125,500000168,449,BX-1013,70,392.875,100000025,15777.75,110444.25,126222,2018-02-10,C,6,EMEA,100000005,449,BX,BMX Jump Lux I,BMX,1000000059,Homerun Millwork Inc.,EMEA,Jebel Ali Free Zone,25.006517000000002,55.06524399999999,DU,Bruce,Yousuf,F,22,N,N
1012,EA,USD,5,31.125,500000169,249,BX-1011,10,217.875,100000002,155.625,1089.375,1245,2018-05-10,C,12,AMER,100000003,249,BX,BMX Vintage 1011,BMX,1000000036,Arena Sports Inc,AMER,Dunn,35.312013,-78.60995,US,Willard,Chatman,M,21,N,N
1013,EA,USD,3,81.125,500000170,649,HB-1173,10,567.875,100000009,7474.5,52321.5,59796,2018-07-10,C,3,EMEA,100000038,649,HB,Universal One,Hybrid Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
1014,EA,USD,1,31.125,500000170,249,BX-1011,20,217.875,100000009,7474.5,52321.5,59796,2018-07-10,C,3,EMEA,100000003,249,BX,BMX Vintage 1011,BMX,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
1015,EA,USD,5,600.0,500000170,4800,EB-1134,30,4200.0,100000009,7474.5,52321.5,59796,2018-07-10,C,3,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
1016,EA,USD,7,600.0,500000170,4800,EB-1134,40,4200.0,100000009,7474.5,52321.5,59796,2018-07-10,C,3,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
1017,EA,USD,10,499.875,500000171,3999,RC-1052,10,3499.125,100000021,19246.375,134724.625,153971,2018-07-10,C,4,APJ,100000017,3999,RC,Tornado II,Racing Bike,1000000055,High Tech Sports Inc,APJ,Hyderabad,17.385758,78.467547,IN,William,Mussen,M,28,Y,Y
1018,EA,USD,2,31.125,500000171,249,BX-1011,20,217.875,100000021,19246.375,134724.625,153971,2018-07-10,C,4,APJ,100000003,249,BX,BMX Vintage 1011,BMX,1000000055,High Tech Sports Inc,APJ,Hyderabad,17.385758,78.467547,IN,William,Mussen,M,28,Y,Y
1019,EA,USD,3,99.875,500000171,799,BX-1014,30,699.125,100000021,19246.375,134724.625,153971,2018-07-10,C,4,APJ,100000006,799,BX,BMX Jump Lux II,BMX,1000000055,High Tech Sports Inc,APJ,Hyderabad,17.385758,78.467547,IN,William,Mussen,M,28,Y,Y
